584	
	0.02441683151	0.03554038698	-0.01535978214	0.00308273174	-0.001330247706
	0.0004750408796	9.788845602e-05	-0.006800744896	3.222522571	5.024119404
	0.006197166068	3.112623839	0.0005424228413	-0.001785466621	4.806661895
	3.598142007	3.222228233	3.431157778	3.405660341	6.440730102
	7.239349297	9.349889036	6.391080923	3.773249484	7.028205832
	3.155791481	8.610525449	6.476042532	6.912435859	6.852585892
	6.813494743	6.82856057	11.53141798	9.765018019	14.44045148
	16.40930895	10.03420045	12.00840545	9.469853104	7.94937755
	14.23902995	10.45484315	11.17876345	13.80957038	11.1135301
	11.04188021	14.00135095	19.71256005	17.76779504	21.00184507
	16.01361693	13.72194251	14.40329843	19.9163472	19.48323705
	20.08371736	15.05449086	17.01846233	15.43236369	15.29357489
	19.1115022	24.10718662	21.3974953	24.7680307	19.53921676
	18.48294099	23.44241267	23.28065411	23.55349486	20.78283779
	20.23989824	19.65057855	24.09269602	29.08711185	25.12076741
	29.15781496	23.85445927	23.61714818	27.38182442	28.59282869
	27.85333807	26.02311045	26.47883738	28.99022502	29.19074944
	33.81366156	33.7822274	28.94586981	32.78763221	34.01029287
	28.75110102	31.48813138	30.03691699	33.7019449	34.35066035
	32.02330823	32.41140073	37.97574005	38.39916823	39.4335928
	36.54131083	39.27325163	39.15221815	35.98938744	36.64732905
	35.30191031	39.04430924	37.2248102	40.8025834	44.32474321
	44.3541947	44.35229563	44.0189452	44.2037509	39.53555667
	40.57087874	41.79189339	44.34161053	42.88145575	45.21535283
	44.42176412	48.48288295	48.95991079	49.68853217	49.54143741
	49.7171708	50.33704943	49.4584404	44.4341305	47.00060084
	49.71514255	49.4949575	54.83531598	54.75524398	55.30213306
	54.64111574	54.86128295	54.81791662	54.96320465	52.13670316
	51.64072585	54.86649678	56.76815999	59.9589708	60.29198389
	59.14522718	60.06358594	59.05074865	60.10229866	59.43318812
	57.39729558	57.92816598	61.63395956	61.11404564	65.05608806
	65.45068513	64.28464961	63.66806985	71.33548202	65.75841933
	65.57351558	65.63473705	62.77521972	66.24637116	65.51369333
	65.46707823	68.98957974	70.15367291	69.7459678	76.5673734
	76.60046116	71.23907052	71.04967648	71.18214384	71.35897596
	68.32648934	71.10801795	74.77883416	73.28910384	72.59169878
	76.54554028	76.38743363	82.18001992	82.16337954	76.8463932
	78.47132209	76.7475028	77.30248547	76.72446785	79.05249664
	80.05658898	80.57320638	82.24809987	87.92063519	87.39497623
	82.49818282	83.28371708	82.33639156	82.88489503	82.33177716
	84.66253285	85.69655951	86.33999539	89.09330192	93.7518297
	93.62866021	88.12900226	87.95255687	88.02095252	88.02451679
	87.94429171	91.35415654	90.17584719	93.58605705	93.611746
	99.14967038	99.22811833	93.57977076	93.74915368	93.73194023
	93.11571076	93.58531383	95.87206592	96.91894594	99.22280757
	99.29129041	99.2873983	104.542979	105.5248782	104.9961693
	99.33100084	99.79293239	99.41472761	99.11805611	101.4255836
	102.4538357	104.8196039	105.0598714	104.976709	110.04643
	110.1956157	110.1594934	110.3520237	110.3408268	104.7602196
	105.0029027	105.6628023	104.5189463	106.7534113	109.7031592
	111.2000862	114.5893415	112.8680119	115.1401059	115.2833429
	114.7117406	115.3048015	110.0341249	109.7683015	112.234164
	115.217187	115.5552786	119.7799266	119.6725855	113.1434155
	116.2124709	119.8786376	119.6233602	121.3309258	120.0521604
	119.8183428	116.39821	116.6837484	119.3902174	124.2288715
	119.7336178	123.8346343	119.5122119	124.3127257	124.5339066
	123.1429043	124.0440674	124.339053	124.4440962	122.8431926
	122.335426	128.325331	124.9706858	129.1868768	125.7481682
	122.7072049	128.2787046	127.9803682	126.5168312	126.9872085
	128.9217039	128.6089092	128.8595894	128.8321167	133.2640018
	129.5327294	133.2471267	133.4385942	132.3443759	131.1481153
	131.559805	133.0037989	133.7261898	137.8189584	133.4052983
	133.1364653	136.9452248	132.8894294	137.8481682	137.8932134
	135.8507498	138.1699472	137.6242211	137.6602873	142.5289087
	142.3117842	138.1397477	137.6185293	144.0994131	138.5319939
	141.3195964	142.5145121	142.7379759	142.2894136	143.430516
	142.9882074	143.1481253	148.0058981	147.7422348	148.7061174
	145.3854103	144.3627064	147.859899	148.5366273	146.5495156
	148.8398516	148.4035181	149.7201833	153.4668945	153.720245
	153.8257632	152.0773069	149.2129035	160.2213259	153.7647451
	153.9343444	153.8090914	150.9385479	154.4987933	154.112789
	159.8587226	159.9229036	156.751879	154.3054082	166.0116189
	159.664858	159.8102962	158.9470846	157.8881082	160.366049
	163.7627977	160.0595573	162.7353671	166.0829405	166.3343131
	162.042313	172.294777	166.646039	167.423802	166.30758
	165.3492695	166.4350353	166.3317118	168.0744695	170.1162009
	172.4575242	172.4419675	170.6089182	178.5919348	178.7323258
	172.2216862	172.2969457	172.3334335	172.6816068	172.5742076
	174.2666378	176.4263158	185.141772	178.7283463	176.9143
	184.3162664	185.2205229	191.7811926	180.7281389	178.6264496
	179.858062	178.4767102	179.051534	178.960316	182.9362864
	192.4448927	185.4116272	191.9688742	198.5484364	197.9729057
	185.5245514	185.1650392	186.3643031	184.8754508	184.7569118
	185.562537	192.1962432	198.8649683	194.2155136	204.3169644
	205.612017	205.2114368	190.8436762	190.6648198	192.1683308
	191.1861345	191.7543586	195.4213802	198.738312	203.501592
	207.9368421	211.1330345	211.6877729	210.990326	217.4973664
	196.1884124	198.9988624	201.2564601	198.8530037	199.0164105
	198.8187985	201.5722434	204.7813939	211.2712463	217.7897225
	217.3737504	222.5206394	227.475942	222.5749119	205.4649308
	205.9665533	206.9007132	205.1031609	205.3581126	210.632052
	207.6503744	215.9922245	218.3363507	222.608647	226.9126824
	232.0022537	228.0735255	210.537461	211.2405601	213.0125136
	212.2395091	211.1198724	215.9295305	221.574934	229.2480519
	225.4976539	236.2013176	232.5027256	232.5763708	238.6625742
	239.5681184	237.9855191	234.7271927	214.8547121	216.5995644
	219.1915217	217.4090885	217.2045975	217.0454822	223.803167
	228.3402713	232.0087084	239.0652173	236.9540471	236.0857434
	239.8525619	238.7884277	235.9513302	236.8885906	231.1885405
	230.4713734	229.6599357	221.7365313	226.3590475	221.9696227
	223.1756462	222.1592899	229.9974634	232.5604099	241.1353073
	239.8138967	238.7435331	240.108218	240.4097926	234.2716672
	235.4956556	239.306593	236.1282153	233.6421415	230.240205
	226.8075455	230.7131591	227.2423572	227.1494094	227.2238562
	233.3234351	233.5990046	240.3529685	240.6197701	235.5684756
	236.5290518	239.5074206	239.3501798	238.8921743	229.8579929
	233.1717385	232.9362474	232.044127	231.887193	238.2822324
	235.0739437	236.2301343	238.4268348	239.6398823	237.5200708
	240.9196781	242.4319792	245.0069551	236.8339267	236.6330422
	236.0705316	239.7729961	240.1033763	237.6126912	238.0075207
	239.2548913	238.4136563	241.5037916	244.8824455	248.882894
	240.1562607	239.1476519	241.8079413	241.5382101	239.3400459
	239.8824926	239.9435494	244.951023	250.1335852	240.3491436
	239.895418	240.0645162	240.8332483	241.8505327	239.6313553
	240.5847461	248.7182512	238.6652796	237.0066249	237.64015
	238.5671933	244.5818611	234.9486071	231.0198049	232.061198
	238.5802067	229.512426	230.0938331	230.411018	
